ordinal,signal_adr_brick,david_ma_period,spacing_adr,activation_rules,artifact_dir,report_path,command
112,0.125,50,0.15,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s15-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.15 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=50 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s15-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
113,0.125,50,0.2,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s2-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.2 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=50 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s2-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
114,0.125,50,0.25,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s25-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S25_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.25 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=50 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s25-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S25_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
115,0.125,50,0.3,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s3-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S3_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.3 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=50 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma50_s3-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA50_S3_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
116,0.125,75,0.1,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s1-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S1_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.1 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=75 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s1-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S1_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
117,0.125,75,0.15,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s15-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.15 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=75 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s15-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
118,0.125,75,0.2,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s2-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.2 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=75 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s2-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
119,0.125,75,0.25,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s25-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S25_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.25 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=75 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s25-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S25_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
120,0.125,75,0.3,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s3-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S3_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.3 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=75 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma75_s3-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA75_S3_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
121,0.125,100,0.1,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s1-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S1_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.1 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=100 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s1-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S1_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
122,0.125,100,0.15,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s15-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.15 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=100 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s15-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
123,0.125,100,0.2,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s2-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.2 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=100 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s2-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
124,0.125,100,0.25,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s25-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S25_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.25 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=100 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s25-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S25_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
125,0.125,100,0.3,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s3-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S3_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.125 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.3 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=100 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr125_ma100_s3-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR125_MA100_S3_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
126,0.15,25,0.1,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr15_ma25_s1-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR15_MA25_S1_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.15 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.1 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=25 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr15_ma25_s1-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR15_MA25_S1_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
127,0.15,25,0.15,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr15_ma25_s15-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR15_MA25_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.15 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.15 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=25 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr15_ma25_s15-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR15_MA25_S15_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
128,0.15,25,0.2,"raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm",docs/research/gates/gate90/artifacts/gate90c-full-window-adr15_ma25_s2-exp010-rsi506040-stoch100-3-100-6040,docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR15_MA25_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md,"npm run engine:gate90:grid-activation-accuracy-one-sided-selection -- --all-pairs --week-from=2019-04-14 --week-to=2026-05-31 --activation-rules=raw_both,david_contra,candidate_b,candidate_b_david_contra_confirm,candidate_b_david_contra_conflict_candidate,stoch_contra,david_stoch_confirm --bar-path-mode=ohlc_high_low --signal-clock=adr_event --signal-adr-brick=0.15 --session-mode=ny_daily_window --session-time-zone=America/New_York --session-trade-start-et=18:05 --session-trade-end-et=15:45 --session-flatten-et=16:00 --session-sunday-start-et=20:00 --target-mode=david_ma_reversion --target-adr=1 --spacing-adr=0.2 --min-ma-expansion-adr=0.10 --grid-add-mode=adverse_only --david-ma-period=25 --david-rsi-period=50 --david-rsi-overbought=60 --david-rsi-oversold=40 --stoch-k-period=100 --stoch-d-period=3 --stoch-slowing=100 --stoch-overbought=60 --stoch-oversold=40 --summary-only --artifact-dir=docs/research/gates/gate90/artifacts/gate90c-full-window-adr15_ma25_s2-exp010-rsi506040-stoch100-3-100-6040 --report-path=docs/research/gates/gate90/GATE90C_FULL_WINDOW_ADR15_MA25_S2_EXP010_RSI506040_STOCH100_3_100_6040_2026-07-02.md"
