week_start,week_end,decision_asof,pair,candidate_b_direction,realized_pair_return_this_week,realized_pair_return_next_week,candidate_b_correct_this_week,candidate_b_correct_next_week,was_jpy_pair,was_usd_pair,stress_notes,revma_deposit_load_pct,revma_equity_dd_pct,revma_managed_positions,revma_open_grids,revma_pair_floating_pnl,revma_currency_exposure,candidate_b_aligned_with_revma_inventory,candidate_b_opposed_revma_inventory,candidate_b_would_have_blocked_or_warned
2024-09-29,2024-10-06,2024-09-29,AUDNZD,AUD over NZD,2.775135,0.430356,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,AUDUSD,USD over AUD,1.735028,0.772965,true,true,false,true,candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-09-29,2024-10-06,2024-09-29,CADCHF,CHF over CAD,-2.082457,1.818889,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,CADJPY,CAD over JPY,2.438118,-0.754723,true,false,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,true
2024-09-29,2024-10-06,2024-09-29,CHFJPY,CHF over JPY,1.846851,0.48676,true,true,true,false,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
2024-09-29,2024-10-06,2024-09-29,EURAUD,AUD over EUR,0.099062,-0.750358,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,EURCAD,EUR over CAD,-2.645469,2.0355,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,EURCHF,CHF over EUR,-0.343742,0.551896,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,EURGBP,EUR over GBP,0.528296,0.241243,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,EURJPY,JPY over EUR,-1.520449,-0.046783,false,false,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,EURNZD,EUR over NZD,1.470255,0.908422,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,EURUSD,EUR over USD,-2.567619,-0.389541,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,GBPAUD,AUD over GBP,0.519454,-0.604277,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,GBPCAD,CAD over GBP,2.902761,-1.636633,true,false,false,false,this_week_direction_profitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,GBPCHF,CHF over GBP,0.001187,0.57235,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,GBPJPY,JPY over GBP,-1.343654,0.038884,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,GBPNZD,NZD over GBP,-1.44606,-0.788495,false,false,false,false,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,GBPUSD,USD over GBP,2.591262,0.477589,true,true,false,true,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,NZDCAD,NZD over CAD,-3.072385,0.485548,false,true,false,false,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,NZDCHF,CHF over NZD,1.097178,1.17367,true,true,false,false,this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,NZDJPY,JPY over NZD,-0.682758,0.444945,false,true,true,false,candidate_b_jpy_strength;this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,NZDUSD,NZD over USD,-2.644265,-0.858771,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,USDCAD,CAD over USD,-0.950476,-3.206003,false,false,false,true,this_week_direction_unprofitable;next_week_direction_unprofitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,USDCHF,CHF over USD,-2.471518,0.19761,false,true,false,true,this_week_direction_unprofitable;next_week_direction_profitable,,,,,,,,,false
2024-09-29,2024-10-06,2024-09-29,USDJPY,USD over JPY,2.617459,0.213482,true,true,true,true,candidate_b_not_jpy_strength;candidate_b_warning_active;candidate_b_fallback_used;this_week_direction_profitable;next_week_direction_profitable,,,,,,,,,true
